run,ns
0,604222
1,607687
2,605241
3,602159
4,626044
5,600100
6,620012
7,603290
8,625653
9,620988
10,603883
11,609831
12,669407
13,728980
14,638321
15,648418
16,604590
17,622507
18,613307
19,765748
20,599436
21,623052
22,608422
23,626074
24,598751
25,606078
26,625411
27,604422
28,619742
29,639959
30,614589
31,627478
32,613984
33,716945
34,605783
35,601958
36,603668
37,602843
38,621270
39,617753
40,614289
41,608932
42,599880
43,622501
44,621233
45,623341
46,607288
47,601947
48,614823
49,613519
50,617514
51,604429
52,613895
53,609653
54,608605
55,604113
56,603735
57,602052
58,621394
59,602570
60,614497
61,599834
62,759975
63,617891
64,609061
65,606229
66,604415
67,620712
68,600313
69,609731
70,680184
71,604005
72,709372
73,603971
74,618770
75,623075
76,607717
77,628060
78,607506
79,601951
80,615247
81,602667
82,612003
83,601137
84,677091
85,614907
86,627786
87,607507
88,607599
89,601209
90,604093
91,649078
92,686973
93,622071
94,608209
95,610895
96,625031
97,615180
98,604975
99,615433
