run,ns
0,18410695
1,18666310
2,18247909
3,17972696
4,18114777
5,17798216
6,18400367
7,18251387
8,17905862
9,18758384
10,17798233
11,18086615
12,17888436
13,17900760
14,17916656
15,17806438
16,18813541
17,18074831
18,18145196
19,18046497
20,18321267
21,17768047
22,18005546
23,18019927
24,18429891
25,18520400
26,18078789
27,18097701
28,17834162
29,17917210
30,17884661
31,17979082
32,17742543
33,18484084
34,18240707
35,18055251
36,19049258
37,18787800
38,17871228
39,17939738
40,17738332
41,17950275
42,18010387
43,18084370
44,18415880
45,18576319
46,18438049
47,17840217
48,17951108
49,18515250
50,18315131
51,17852571
52,18454819
53,18463783
54,17942757
55,17959611
56,17967708
57,17969273
58,18032366
59,18757912
60,17806163
61,19395075
62,18067170
63,18245082
64,18523559
65,18288684
66,18582938
67,18059656
68,18367955
69,18419090
70,18548696
71,17588410
72,17992265
73,17958573
74,18078662
75,17718807
76,18250329
77,17989616
78,18038882
79,18088011
80,18231212
81,19048218
82,18579649
83,17874636
84,18295325
85,18269691
86,18232155
87,19022027
88,18585749
89,19431683
90,18566269
91,18015447
92,18383039
93,17952889
94,18122656
95,17619065
96,17797457
97,17903945
98,19958973
99,18532051
