run,ns
0,10918010
1,10745690
2,10413745
3,10367459
4,10389100
5,10449056
6,10444587
7,10448897
8,10414336
9,10166685
10,10328870
11,10279141
12,10471773
13,10336492
14,10510228
15,10443080
16,10410469
17,10391600
18,9987413
19,10577640
20,10549008
21,10096773
22,10817547
23,10507654
24,10175527
25,10261347
26,10505613
27,10074307
28,10576049
29,10431591
30,10492452
31,10339531
32,10355162
33,10411294
34,10823597
35,10244293
36,10256114
37,10533764
38,10286582
39,10171498
40,10298591
41,11195789
42,10648313
43,10138080
44,10313872
45,10251486
46,10615512
47,10125729
48,10421868
49,10235552
50,10156482
51,10198716
52,10698269
53,10325894
54,10631748
55,10521462
56,10379534
57,10457690
58,10267451
59,10349632
60,10279230
61,10309375
62,10476775
63,10636769
64,10362342
65,10648972
66,10232038
67,10325916
68,10203977
69,10160648
70,10305078
71,10526228
72,10580314
73,10210500
74,10276187
75,10488657
76,10248089
77,10389323
78,10465660
79,10436252
80,10278599
81,10457237
82,10459428
83,10536430
84,10415392
85,10334169
86,11178001
87,10415354
88,10248869
89,10199175
90,10725065
91,10700729
92,10159844
93,10110213
94,10379920
95,10277993
96,10972494
97,10279963
98,10912251
99,10285770
