run,ns
0,6303
1,6802
2,3743
3,515
4,3938
5,5383
6,4806
7,3270
8,4313
9,1308
10,4611
11,4243
12,4859
13,4566
14,3750
15,7109
16,6231
17,4900
18,3826
19,1982
20,837
21,5495
22,4860
23,496
24,5526
25,3353
26,464
27,858
28,4028
29,2862
30,3691
31,4802
32,4389
33,5372
34,4158
35,5211
36,4530
37,5279
38,3580
39,6195
40,4364
41,3742
42,2630
43,5695
44,4852
45,4757
46,3633
47,517
48,4628
49,3724
50,4904
51,5267
52,3767
53,3952
54,3715
55,4365
56,2609
57,4547
58,486
59,4795
60,4283
61,4254
62,5050
63,2824
64,6565
65,5003
66,4929
67,2967
68,3986
69,4768
70,4485
71,4180
72,4856
73,474
74,3977
75,4899
76,5680
77,4967
78,492
79,496
80,5509
81,3216
82,3438
83,439
84,5157
85,4812
86,3563
87,3635
88,5265
89,4332
90,5158
91,2288
92,2151
93,3154
94,3964
95,847
96,4528
97,2837
98,3829
99,6264
