run,ns
0,112445
1,108430
2,99474
3,102782
4,91724
5,87330
6,108909
7,91989
8,107836
9,110172
10,99184
11,84493
12,95279
13,115270
14,99217
15,102388
16,95315
17,94836
18,99597
19,96808
20,111284
21,104698
22,97143
23,99988
24,93566
25,110282
26,108064
27,104926
28,117033
29,103200
30,103024
31,101052
32,97243
33,97222
34,109815
35,91197
36,91139
37,108207
38,97577
39,93147
40,95858
41,118799
42,103382
43,105384
44,114046
45,110272
46,87982
47,128927
48,105574
49,101861
50,96661
51,97060
52,104683
53,105998
54,96468
55,108700
56,119261
57,98637
58,118435
59,113500
60,89330
61,103984
62,95916
63,105201
64,102629
65,105917
66,97710
67,103417
68,124521
69,95930
70,103294
71,96247
72,91231
73,106665
74,104000
75,100850
76,104506
77,108131
78,102513
79,110931
80,101773
81,90849
82,102135
83,113841
84,105525
85,112521
86,96164
87,107282
88,92552
89,111643
90,92887
91,98018
92,108484
93,94843
94,88700
95,97098
96,121592
97,96692
98,107660
99,103025
