run,ns
0,1596804
1,1572908
2,1585494
3,1636600
4,1684670
5,1747966
6,1652116
7,1597080
8,1625532
9,1575782
10,1645731
11,1622796
12,1683499
13,1715148
14,1639524
15,1629790
16,1660398
17,1708166
18,1692804
19,1663939
20,1638996
21,1805121
22,1625743
23,1755990
24,1805274
25,1726147
26,1834589
27,1733394
28,1601698
29,1594034
30,1651941
31,1739036
32,1688808
33,1621517
34,1612001
35,1561232
36,1622701
37,1774518
38,1846911
39,1645197
40,1907561
41,1617847
42,1683545
43,1738958
44,1803437
45,1602890
46,1724820
47,1613472
48,1833975
49,1764352
50,1731998
51,1662266
52,1667483
53,1686948
54,1658395
55,1588287
56,1692888
57,1649241
58,1612420
59,1692546
60,1798419
61,1856685
62,1771798
63,1587108
64,1599603
65,1606902
66,1648529
67,1607891
68,1628924
69,1724260
70,1657075
71,1569782
72,1629265
73,1681074
74,1625960
75,1764778
76,1643062
77,1702571
78,1586486
79,1646291
80,1833734
81,1595359
82,1751028
83,1612940
84,1674665
85,1614784
86,1585970
87,1736148
88,1780669
89,1855809
90,1605007
91,1667479
92,1573496
93,1772608
94,1697554
95,1631546
96,1627222
97,1586151
98,1658419
99,1610336
