run,ns
0,134314
1,119231
2,135791
3,123264
4,160342
5,129596
6,133028
7,145992
8,127566
9,127353
10,133845
11,119100
12,139584
13,141885
14,140983
15,134113
16,122775
17,125277
18,129899
19,172846
20,126637
21,141804
22,139283
23,118733
24,130729
25,143423
26,138994
27,155871
28,135055
29,145943
30,131182
31,130266
32,114638
33,126324
34,127579
35,129257
36,137413
37,147947
38,129581
39,122302
40,130102
41,159367
42,124834
43,119183
44,131709
45,154215
46,125232
47,127908
48,141451
49,131685
50,113336
51,117349
52,130211
53,112946
54,151574
55,148212
56,136113
57,123889
58,125683
59,142265
60,130235
61,130152
62,120347
63,135427
64,128670
65,124120
66,134113
67,122921
68,132194
69,132482
70,134866
71,127936
72,133748
73,152325
74,126985
75,131476
76,128562
77,146727
78,135555
79,120090
80,154681
81,120499
82,128741
83,117289
84,136144
85,123055
86,139283
87,125664
88,123838
89,132790
90,124263
91,133526
92,127759
93,124453
94,129444
95,131698
96,133421
97,133880
98,125326
99,132315
