run,ns
0,39018
1,39491
2,39112
3,39005
4,39594
5,38586
6,40570
7,39141
8,39805
9,39597
10,39481
11,39845
12,39318
13,39286
14,39066
15,39589
16,39101
17,39321
18,39234
19,39387
20,39552
21,39078
22,39268
23,39487
24,40043
25,40787
26,38663
27,39124
28,38636
29,49204
30,40486
31,41814
32,39700
33,38760
34,38738
35,39569
36,40776
37,39664
38,39638
39,39463
40,40094
41,39684
42,39114
43,40038
44,38936
45,39275
46,38911
47,39135
48,39290
49,45929
50,39068
51,39409
52,39776
53,39526
54,38769
55,38775
56,38900
57,39507
58,39134
59,39160
60,39123
61,38899
62,39090
63,46633
64,38918
65,41337
66,39645
67,39595
68,39845
69,39406
70,39276
71,39430
72,39247
73,39651
74,41475
75,39891
76,39396
77,39662
78,39677
79,38868
80,41348
81,39405
82,39717
83,39437
84,39724
85,39357
86,39567
87,39773
88,39486
89,39574
90,39548
91,40066
92,45935
93,40444
94,39337
95,40537
96,40747
97,40961
98,39536
99,38990
