run,ns
0,7455
1,6756
2,7586
3,7514
4,7317
5,7110
6,7075
7,6725
8,7285
9,7208
10,6915
11,7288
12,6280
13,7558
14,6468
15,7304
16,7293
17,6171
18,7293
19,7576
20,7298
21,6769
22,6859
23,7172
24,6759
25,6419
26,6585
27,6866
28,7019
29,6945
30,6774
31,7073
32,7046
33,7338
34,7003
35,6781
36,6748
37,6916
38,7535
39,7304
40,6837
41,7309
42,7366
43,6436
44,7036
45,7311
46,7023
47,6745
48,6799
49,7151
50,7149
51,7094
52,7174
53,6918
54,6399
55,6669
56,7157
57,6091
58,6618
59,6503
60,7198
61,6162
62,7029
63,7467
64,6700
65,6470
66,6709
67,6603
68,7223
69,6720
70,6804
71,6676
72,7365
73,23975
74,6996
75,7250
76,7662
77,7158
78,7367
79,7830
80,6869
81,6950
82,7248
83,6208
84,7281
85,6542
86,7053
87,6420
88,7073
89,6778
90,7188
91,6699
92,7218
93,7500
94,6289
95,7347
96,7247
97,7011
98,6567
99,6871
