run,ns
0,14622720827
1,14711281366
2,14675614549
3,14568256099
4,14475416316
5,14534231062
6,14633633183
7,14607916808
8,14523963526
9,14507834723
10,14531990825
11,14489325760
12,14459448019
13,14492962431
14,14606416067
15,14560132279
16,14536157496
17,14496600599
18,14541578231
19,14504140954
20,14455793828
21,14454325672
22,14679536420
23,14700922292
24,14577021400
25,14578431634
26,14649333500
27,14673974985
28,14505504955
29,14497710837
30,14603462087
31,14660378648
32,14541609313
33,14517406379
34,14565718179
35,14556628179
36,14478802412
37,14436586493
38,14559954647
39,14613626793
40,14560953728
41,14446564394
42,14516804703
43,14549038112
44,14476811751
45,14483206194
46,14543487332
47,14688092232
48,14635126294
49,14604503308
50,14599309688
51,14674884376
52,14639498915
53,14499088796
54,14510367807
55,14666720543
56,14641938516
57,14494746356
58,14487446958
59,14515206410
60,14554278189
61,14432576592
62,14455222088
63,14619356842
64,14590119524
65,14417406351
66,14507195269
67,14530540024
68,14532116187
69,14484955830
70,14451878367
71,14620939922
72,14687550221
73,14595220654
74,14605865571
75,14621309242
76,14667814091
77,14583391125
78,14465903177
79,14563411294
80,14654290784
81,14598574330
82,14521496986
83,14520494345
84,14566948619
85,14527196341
86,14460820745
87,14499705712
88,14613613115
89,14592697831
90,14564221803
91,14501767240
92,14525544956
93,14542494955
94,14458637079
95,14437563783
96,14662123274
97,14683016226
98,14624091656
99,14617958769
