run,ns
0,10750
1,9057
2,8455
3,8233
4,7505
5,8701
6,7567
7,8598
8,8056
9,7930
10,7737
11,7990
12,7654
13,7286
14,7113
15,7801
16,7250
17,7418
18,6712
19,7838
20,7567
21,7552
22,8139
23,9098
24,8422
25,9095
26,7732
27,7802
28,7873
29,8702
30,9283
31,8097
32,8417
33,6890
34,7225
35,14218
36,13746
37,11680
38,10751
39,11479
40,10933
41,10672
42,11122
43,11706
44,11212
45,11972
46,11139
47,11371
48,10882
49,12154
50,11671
51,13241
52,9735
53,11262
54,14124
55,12744
56,13154
57,13331
58,13044
59,13510
60,12519
61,11215
62,10851
63,11068
64,10319
65,9148
66,8511
67,7658
68,9209
69,7772
70,7987
71,7365
72,8573
73,8676
74,10141
75,8220
76,8283
77,8573
78,9138
79,7990
80,8271
81,7960
82,8361
83,7939
84,9140
85,7050
86,7874
87,8560
88,7771
89,8951
90,7109
91,8022
92,7085
93,7949
94,7973
95,7900
96,7864
97,7109
98,8834
99,9074
