run,ns
0,108547
1,105609
2,101729
3,98106
4,102352
5,121804
6,108403
7,101272
8,96511
9,100587
10,108204
11,103868
12,100525
13,101044
14,98991
15,111651
16,101691
17,102134
18,102370
19,104587
20,108954
21,96215
22,111296
23,110939
24,107469
25,117697
26,103792
27,100347
28,105011
29,106644
30,109757
31,103089
32,101860
33,99754
34,108373
35,115671
36,105266
37,104129
38,114640
39,105335
40,102174
41,100765
42,101736
43,105158
44,114415
45,105728
46,106596
47,102510
48,102440
49,101579
50,108698
51,107119
52,117564
53,100772
54,102789
55,100151
56,169976
57,102846
58,96386
59,108198
60,367801
61,119806
62,141797
63,111482
64,113774
65,97674
66,120166
67,98833
68,110089
69,105768
70,100835
71,95567
72,107666
73,102742
74,99318
75,103331
76,103957
77,112671
78,101610
79,96715
80,100588
81,103289
82,107974
83,96956
84,96748
85,109482
86,101444
87,100625
88,113026
89,97064
90,100071
91,105094
92,102968
93,103948
94,103492
95,101294
96,106955
97,95547
98,104232
99,96077
