run,ns
0,2312580
1,2346785
2,2385906
3,2365719
4,2418833
5,2379046
6,2375003
7,2287752
8,2314875
9,2418678
10,2346429
11,2338825
12,2379547
13,2382102
14,2368735
15,2335407
16,2320393
17,2323921
18,2399457
19,2387181
20,2392076
21,2357671
22,2402512
23,2363367
24,2375172
25,2304358
26,2317466
27,2405821
28,2348679
29,2412004
30,2387846
31,2360408
32,2468586
33,2334498
34,2324304
35,2414007
36,2417235
37,2415409
38,2381497
39,2374196
40,2319708
41,2399755
42,2335765
43,2627574
44,2483352
45,2416157
46,2303672
47,2407447
48,2361080
49,2340939
50,2390009
51,2378791
52,2249538
53,2579614
54,2701354
55,2371543
56,2301032
57,2412999
58,2363758
59,2774745
60,2465024
61,2303739
62,2297007
63,2341016
64,2332093
65,2312612
66,2333463
67,2394829
68,2240493
69,2470436
70,2352899
71,2343074
72,2389174
73,2421064
74,2423690
75,2330052
76,2317385
77,2311365
78,2297325
79,2283793
80,2425767
81,2305080
82,2373676
83,2353138
84,2346461
85,2381458
86,2349660
87,2390661
88,2394485
89,2532141
90,2484513
91,2372008
92,2427231
93,2359807
94,2348330
95,2438126
96,2397581
97,2526088
98,2341780
99,2279682
