run,ns
0,2191967920
1,2122498844
2,2118307589
3,2113586145
4,2122113041
5,2103933850
6,2092831646
7,2066363277
8,2085750605
9,2080175654
10,2082892236
11,2083594030
12,2103868451
13,2089818020
14,2089613996
15,2085784102
16,2096541720
17,2085608058
18,2096298304
19,2105668904
20,2108618365
21,2114292119
22,2113083559
23,2109293172
24,2112732118
25,2115689696
26,2110580281
27,2103663366
28,2106376714
29,2088414190
30,2110024889
31,2128369538
32,2116164578
33,2115480230
34,2089272422
35,2091428041
36,2068660540
37,2085944209
38,2090844809
39,2083130769
40,2085866070
41,2084292598
42,2097780511
43,2087073372
44,2128294076
45,2110166435
46,2084956415
47,2100121512
48,2097304485
49,2098471250
50,2123439469
51,2107521923
52,2093151172
53,2104353283
54,2108327199
55,2119524725
56,2110588931
57,2115459822
58,2109946930
59,2115146698
60,2128804798
61,2102639667
62,2086449796
63,2079586667
64,2101502899
65,2100446070
66,2101292377
67,2099599513
68,2086829847
69,2101698447
70,2106075025
71,2097734043
72,2098812954
73,2102028849
74,2087214618
75,2106747219
76,2115653015
77,2114710169
78,2107136078
79,2114850624
80,2116584046
81,2117042798
82,2119551010
83,2119971552
84,2116929045
85,2107841322
86,2109642044
87,2117805592
88,2120472165
89,2104530251
90,2102656108
91,2097989831
92,2090946577
93,2081121334
94,2112699651
95,2084065915
96,2082282367
97,2094732335
98,2092414449
99,2086729462
