run,ns
0,5395353
1,5695564
2,5862115
3,5623986
4,5649593
5,5484167
6,5656105
7,5853936
8,5554607
9,5560691
10,5539613
11,5634169
12,5620180
13,5682386
14,5657722
15,5636806
16,5547037
17,5631087
18,5624439
19,5553624
20,5423780
21,5673551
22,5590162
23,5344355
24,5403318
25,5606389
26,5474918
27,5435752
28,5692682
29,5576669
30,5465239
31,5478888
32,5509693
33,5751490
34,5382334
35,5364390
36,5515705
37,5505858
38,5916110
39,5502316
40,5392083
41,5417845
42,5524398
43,5519997
44,5590273
45,5535972
46,5584200
47,5516462
48,5750482
49,5349128
50,5491403
51,5723027
52,5444493
53,5552920
54,5389689
55,5615160
56,5746490
57,5526429
58,5491933
59,5342443
60,5388250
61,5510243
62,5576171
63,5385660
64,5617448
65,5534387
66,5542514
67,5583959
68,5457121
69,5378377
70,5455454
71,5804274
72,5413870
73,5689984
74,5751427
75,5471617
76,5481346
77,5325248
78,5485734
79,6166550
80,5638763
81,5577933
82,5466875
83,5817818
84,5442277
85,5523331
86,5520292
87,5410446
88,5560111
89,5438047
90,5652353
91,5422475
92,5488676
93,5494580
94,5703963
95,5460429
96,5472861
97,5449368
98,5509095
99,5520770
