run,ns
0,17220234
1,17247656
2,17381143
3,16982845
4,17205386
5,17522997
6,17623675
7,17254259
8,17469296
9,17286701
10,17777515
11,17108107
12,17113123
13,17720773
14,17284018
15,17252974
16,17267475
17,17467337
18,17722359
19,17683866
20,16942618
21,17529016
22,17565882
23,17221285
24,17561590
25,17713513
26,17143269
27,17216491
28,17360865
29,17278391
30,18609617
31,18046279
32,17387899
33,17116235
34,17176400
35,17265006
36,17230943
37,17119366
38,17336237
39,17177102
40,17325314
41,17162284
42,17355434
43,17232694
44,17304626
45,17096909
46,17266205
47,18131366
48,17674390
49,17653699
50,17467372
51,17518106
52,17497681
53,18161496
54,17280489
55,17393498
56,17458487
57,18469008
58,17626633
59,18204239
60,17350563
61,17315926
62,17245195
63,17672700
64,17438765
65,17468205
66,17715747
67,17770341
68,17019120
69,17481287
70,17708790
71,17619676
72,17688707
73,17794231
74,17373484
75,17502123
76,17338464
77,17712277
78,17779668
79,17299371
80,17661607
81,17723827
82,17519427
83,17684727
84,17617309
85,17166313
86,18393920
87,17242587
88,19291599
89,19102136
90,16748602
91,16789278
92,17028715
93,17194502
94,17171110
95,17379851
96,17158233
97,17581870
98,17919167
99,17475434
