run,ns
0,2475942
1,2559206
2,2502905
3,2504832
4,2459247
5,2578266
6,2546545
7,2559551
8,2502593
9,2504197
10,2520323
11,2834350
12,2572646
13,2864932
14,2523980
15,2500445
16,2498595
17,2620181
18,2501060
19,2616890
20,2448770
21,2514470
22,2480479
23,2556327
24,2511216
25,2493298
26,2510822
27,2439782
28,2496892
29,2499231
30,2494233
31,2491183
32,2580454
33,2475202
34,2508905
35,2531340
36,2493792
37,2492999
38,2502494
39,2512411
40,2828047
41,2580164
42,2480966
43,2516307
44,2666154
45,2653072
46,2627804
47,2499367
48,2523427
49,2557577
50,2582709
51,2504801
52,2556486
53,2473438
54,2491117
55,2525710
56,2527689
57,2544712
58,2482010
59,2529669
60,2572861
61,2576401
62,2452918
63,2563880
64,2496305
65,2616778
66,2523875
67,2504622
68,2493702
69,2489702
70,2610540
71,2501607
72,2596752
73,2512118
74,2521677
75,2518273
76,2513344
77,2590102
78,2619435
79,2494687
80,2497351
81,2500565
82,2660358
83,2468576
84,2683134
85,2514440
86,2419962
87,2467052
88,2467174
89,2498790
90,2580634
91,2530476
92,2504075
93,2533385
94,2466124
95,2549863
96,2488993
97,2653006
98,2483053
99,2576474
