run,ns
0,6168825
1,6077594
2,6239309
3,6454290
4,6045954
5,6287075
6,5997237
7,6081484
8,5987594
9,6082581
10,5931859
11,6149393
12,6067392
13,6018002
14,5905777
15,5915692
16,5890286
17,6209514
18,6340716
19,6000160
20,6007766
21,6003419
22,6128166
23,6198213
24,6175484
25,6022706
26,5985343
27,5851524
28,5867631
29,6252397
30,5933751
31,6116921
32,5935311
33,6053421
34,6187198
35,6173136
36,6187528
37,6215787
38,5983700
39,6020295
40,5995754
41,6112125
42,6381100
43,6020291
44,6041356
45,6204335
46,6330558
47,5976613
48,6109185
49,6260474
50,6246391
51,6268237
52,6116096
53,5882421
54,6084617
55,5918547
56,6279892
57,6050917
58,6181598
59,6405171
60,6452469
61,6461948
62,6666885
63,6198634
64,6205579
65,6196331
66,6195369
67,6210100
68,6018898
69,6395638
70,6485986
71,6325580
72,6219016
73,6832755
74,6381829
75,6749653
76,6309727
77,6764248
78,6212037
79,6240105
80,6348769
81,6704235
82,6290352
83,6815127
84,6303702
85,6164264
86,6241076
87,6888381
88,6156439
89,6292821
90,6187286
91,6616358
92,6032104
93,6250677
94,6334247
95,6174600
96,6045237
97,6332671
98,6287535
99,6320513
