run,ns
0,66525
1,71812
2,106386
3,69537
4,61550
5,53735
6,64027
7,59798
8,53813
9,72897
10,65970
11,58958
12,58781
13,66401
14,53818
15,66972
16,70578
17,61610
18,61120
19,58449
20,61637
21,61851
22,67296
23,66078
24,58577
25,51943
26,54418
27,58623
28,58708
29,56723
30,58083
31,57667
32,63665
33,68142
34,63409
35,53221
36,72576
37,60003
38,53112
39,70520
40,65191
41,56319
42,61194
43,57169
44,66819
45,64340
46,58849
47,55264
48,53584
49,68914
50,60400
51,66359
52,69993
53,64123
54,54381
55,55188
56,65069
57,62184
58,64286
59,59597
60,62143
61,64084
62,55755
63,61231
64,68057
65,70420
66,61981
67,63305
68,55532
69,61457
70,65137
71,58077
72,61753
73,58946
74,60671
75,55444
76,71079
77,64670
78,63743
79,65529
80,73322
81,58103
82,59794
83,56499
84,56474
85,58465
86,63634
87,56965
88,66741
89,52756
90,58527
91,65489
92,59473
93,63790
94,58107
95,64571
96,77946
97,56205
98,62406
99,58833
