run,ns
0,120502
1,117474
2,132960
3,119441
4,119372
5,115499
6,118213
7,111699
8,120787
9,166356
10,118698
11,110239
12,105759
13,107975
14,109376
15,128756
16,111557
17,115854
18,106124
19,106182
20,103378
21,108084
22,107616
23,107873
24,114254
25,103360
26,109086
27,116438
28,105919
29,109976
30,119277
31,119213
32,112687
33,104793
34,111543
35,117415
36,260102
37,115346
38,103037
39,114017
40,112988
41,122001
42,113805
43,110249
44,103655
45,106159
46,114630
47,120256
48,100839
49,101367
50,115648
51,116403
52,120235
53,113275
54,112349
55,104468
56,130504
57,123209
58,128993
59,117851
60,106778
61,112651
62,113030
63,112225
64,121410
65,119882
66,108698
67,119544
68,112031
69,109886
70,107492
71,112480
72,107934
73,229262
74,110492
75,116418
76,108464
77,107647
78,114559
79,116094
80,127576
81,110300
82,110844
83,111273
84,115989
85,121565
86,120088
87,117516
88,112646
89,123313
90,117503
91,120059
92,117057
93,127519
94,116196
95,121133
96,109688
97,109486
98,115295
99,105762
