run,ns
0,1114431404
1,1102668889
2,1104957318
3,1099280591
4,1097979225
5,1100977277
6,1101086146
7,1092775165
8,1105211199
9,1105209572
10,1104342484
11,1099955826
12,1103522227
13,1100022214
14,1101685279
15,1095522459
16,1099519748
17,1106863749
18,1105667840
19,1118558759
20,1100742673
21,1106247109
22,1105763397
23,1102195474
24,1104753497
25,1110093726
26,1112941870
27,1103257557
28,1109012231
29,1110875214
30,1108631253
31,1115886156
32,1121799970
33,1104327328
34,1088624568
35,1088691265
36,1084352701
37,1089408245
38,1089329010
39,1083115064
40,1079976105
41,1092973707
42,1086934673
43,1092255061
44,1088112830
45,1086376450
46,1088966624
47,1085842299
48,1091744109
49,1088104620
50,1091531494
51,1089088078
52,1087389561
53,1090913330
54,1092638596
55,1087170201
56,1075479834
57,1074802168
58,1080634027
59,1076786164
60,1105532731
61,1105211879
62,1091896366
63,1082598104
64,1065960405
65,1071690294
66,1081118746
67,1080480643
68,1076828901
69,1069996864
70,1068773989
71,1067147085
72,1080077006
73,1073306853
74,1075222247
75,1075676167
76,1076717337
77,1073964089
78,1079116752
79,1077645346
80,1078539117
81,1074948598
82,1080383827
83,1093388315
84,1086958698
85,1084216099
86,1095659974
87,1084122877
88,1090843409
89,1087464655
90,1087915759
91,1097906972
92,1101947656
93,1092752383
94,1090603659
95,1086992560
96,1080171284
97,1096022375
98,1086467114
99,1101833974
