run,ns
0,15806
1,22553
2,12630
3,824
4,13751
5,22293
6,18858
7,12060
8,16103
9,4128
10,17022
11,15662
12,19094
13,16971
14,33857
15,20116
16,23530
17,18454
18,13367
19,7791
20,2417
21,20610
22,17202
23,879
24,18618
25,13002
26,757
27,2477
28,15699
29,11226
30,13992
31,20193
32,15851
33,22888
34,16173
35,20751
36,16888
37,17398
38,14088
39,23677
40,16628
41,13764
42,10429
43,22321
44,19089
45,18658
46,13640
47,888
48,18767
49,13465
50,17857
51,18944
52,14061
53,13393
54,13839
55,16884
56,10026
57,16943
58,763
59,17786
60,16563
61,16213
62,18229
63,10406
64,29894
65,18102
66,17556
67,11139
68,15446
69,18558
70,16632
71,16324
72,17909
73,728
74,23812
75,16758
76,23339
77,18722
78,766
79,770
80,21382
81,11867
82,12503
83,787
84,22097
85,16531
86,12800
87,13417
88,19538
89,15913
90,18376
91,8351
92,8838
93,12202
94,18352
95,2507
96,17617
97,9742
98,14400
99,23873
