run,ns
0,2784423
1,2826452
2,2748146
3,2751372
4,3133268
5,2816232
6,3087966
7,2793932
8,2744320
9,2847873
10,2776920
11,2826040
12,2791636
13,2756210
14,2730967
15,2862874
16,2771619
17,2776663
18,2751930
19,2770167
20,2762197
21,2772505
22,3018222
23,3085247
24,2862378
25,2931718
26,2737826
27,2768534
28,2904907
29,2873358
30,3491161
31,2711549
32,2784624
33,2733326
34,2920136
35,2912933
36,3182394
37,2924488
38,2805173
39,2698302
40,2846211
41,2865503
42,3147184
43,2700597
44,2722959
45,2731600
46,2788156
47,2751326
48,2702945
49,2851826
50,2813838
51,2718460
52,2805424
53,2771188
54,2746151
55,2770753
56,2891011
57,2719051
58,2730383
59,2768006
60,3681995
61,3152645
62,3114568
63,2855260
64,2724691
65,2695575
66,2925310
67,3042102
68,2757337
69,2703848
70,2773420
71,2694977
72,2839216
73,2906787
74,2756717
75,2721586
76,2854569
77,2812825
78,2728275
79,2723292
80,2759877
81,2694687
82,2739961
83,2742701
84,2718063
85,2795810
86,2744519
87,2720577
88,2846818
89,2731342
90,2737808
91,2773874
92,2763441
93,2857764
94,2714845
95,2726516
96,2707313
97,2781019
98,2691366
99,2747009
