run,ns
0,3147947722
1,3114180882
2,3102751228
3,3130340175
4,3133771715
5,3148833480
6,3147930751
7,3139227454
8,3125216109
9,3118581602
10,3128829303
11,3141848162
12,3116358725
13,3117075365
14,3100416655
15,3097345218
16,3116075571
17,3088660030
18,3116577346
19,3082751846
20,3104420739
21,3129634284
22,3114363414
23,3147182935
24,3120874868
25,3127262495
26,3169843227
27,3132465766
28,3123522800
29,3117953027
30,3132368923
31,3136284133
32,3111007556
33,3103841349
34,3075306777
35,3104176607
36,3082498786
37,3080501725
38,3104925092
39,3099487389
40,3139256269
41,3145714842
42,3133947355
43,3118480161
44,3145128354
45,3149925187
46,3151063842
47,3153140513
48,3137765398
49,3126605286
50,3109044687
51,3082177915
52,3085992933
53,3076475837
54,3083978669
55,3092234580
56,3092754392
57,3097852326
58,3106821062
59,3112815857
60,3138364362
61,3115535886
62,3138555586
63,3139397455
64,3121064424
65,3155053936
66,3118016906
67,3114934358
68,3147159654
69,3116637952
70,3109817572
71,3108997106
72,3072197730
73,3111587987
74,3115889095
75,3063782509
76,3117711854
77,3103983734
78,3117853753
79,3149924015
80,3136673734
81,3156278964
82,3133229226
83,3134627017
84,3126818900
85,3166288394
86,3125402242
87,3120704997
88,3128436183
89,3077410970
90,3116393977
91,3128815009
92,3091624486
93,3117527552
94,3121152975
95,3121426988
96,3101884347
97,3122479951
98,3137127152
99,3154448768
