run,ns
0,6379
1,4999
2,5265
3,4810
4,4910
5,5679
6,4325
7,5077
8,4668
9,4141
10,4235
11,4424
12,6016
13,4154
14,5163
15,5063
16,5605
17,4489
18,4594
19,4881
20,5427
21,5772
22,3935
23,4665
24,5339
25,4446
26,3431
27,4489
28,5160
29,6187
30,5455
31,5406
32,5036
33,4133
34,5000
35,5001
36,3502
37,3988
38,4896
39,4621
40,5339
41,4503
42,5008
43,5279
44,4939
45,4044
46,4625
47,5616
48,4372
49,4553
50,4387
51,5794
52,5399
53,4908
54,4159
55,4234
56,3828
57,5810
58,4829
59,3947
60,5711
61,4861
62,4433
63,6012
64,5775
65,6607
66,4891
67,5453
68,4414
69,4826
70,4998
71,3426
72,4333
73,3948
74,4554
75,4731
76,5629
77,3611
78,3981
79,5261
80,4298
81,5510
82,4109
83,5482
84,4819
85,5132
86,4914
87,5420
88,4887
89,5735
90,5693
91,6187
92,4133
93,5133
94,4230
95,5256
96,4968
97,4437
98,4670
99,4832
