run,ns
0,16283775
1,16736887
2,16810133
3,17426727
4,16555213
5,16830004
6,17338242
7,16845453
8,16399605
9,17145122
10,16489220
11,16412280
12,16696592
13,16139227
14,16896282
15,16768589
16,16024018
17,16408518
18,16658787
19,16429676
20,16334515
21,16454411
22,16782480
23,16817414
24,17142068
25,16264619
26,16858164
27,16959518
28,16580071
29,16590842
30,16545397
31,16364926
32,16684568
33,16649044
34,16477345
35,16337080
36,16997212
37,16439343
38,16450919
39,16697797
40,16499437
41,16574299
42,16167666
43,16902950
44,17390645
45,16681739
46,16658857
47,16863597
48,16561549
49,16233711
50,16360253
51,16638759
52,16581722
53,16630025
54,16381260
55,16468637
56,16684872
57,16893204
58,16914278
59,16981312
60,16426664
61,16448134
62,16225747
63,16932911
64,16449064
65,16731301
66,16590947
67,16694594
68,16725281
69,16042522
70,16542894
71,16214556
72,16703427
73,16898246
74,16638791
75,16204418
76,16711706
77,16730058
78,16355899
79,16583218
80,16635808
81,16449025
82,16719639
83,16473944
84,16337922
85,16449997
86,16326092
87,16489103
88,16943042
89,16754874
90,16224347
91,16563010
92,16508919
93,16662795
94,16272578
95,16420233
96,16700242
97,16682910
98,16325376
99,16598641
