run,ns
0,11346043
1,11268858
2,11099674
3,11133528
4,11015428
5,11127260
6,11618114
7,10962196
8,11065827
9,10826443
10,10986706
11,11048827
12,10863539
13,10801937
14,11134260
15,10808988
16,11190718
17,10548022
18,11130047
19,11650476
20,10833310
21,12077899
22,12279852
23,12383757
24,11209576
25,10830760
26,10826564
27,10955882
28,10941956
29,10851919
30,10767862
31,10776599
32,10931155
33,10799272
34,10851131
35,11033651
36,11000605
37,10837758
38,11091148
39,11111240
40,11089175
41,10994789
42,10874170
43,10706225
44,11408188
45,10885979
46,10687610
47,11377181
48,10791262
49,11383757
50,10893904
51,11060625
52,10720548
53,10779374
54,11150468
55,10789664
56,12305915
57,11164343
58,11435332
59,11120765
60,10634691
61,10673117
62,10584975
63,10833148
64,10877584
65,10734803
66,10284500
67,11152662
68,10476219
69,11651796
70,10708137
71,10775212
72,11009631
73,10744818
74,11163659
75,11050026
76,10657378
77,11083899
78,10862768
79,10736269
80,10959657
81,10508991
82,11163579
83,11143326
84,10948867
85,10921180
86,11030936
87,11139815
88,10972193
89,11202664
90,10655073
91,10995380
92,11479193
93,11102918
94,11341401
95,11114480
96,11088204
97,10664812
98,10991315
99,11247236
