run,ns
0,8906
1,8570
2,8655
3,8760
4,8620
5,8861
6,8875
7,8737
8,8783
9,8680
10,8853
11,8575
12,8836
13,8677
14,8624
15,8547
16,8748
17,8770
18,8609
19,8555
20,8543
21,8874
22,8777
23,8757
24,69914
25,8971
26,8918
27,8889
28,8531
29,8940
30,9020
31,8821
32,8784
33,8855
34,8991
35,8760
36,8760
37,8660
38,8902
39,8896
40,8721
41,8762
42,8780
43,8755
44,8902
45,8719
46,8876
47,8786
48,8948
49,8921
50,8729
51,9001
52,8822
53,8943
54,9029
55,8491
56,8601
57,8690
58,8958
59,17723
60,8919
61,9045
62,8651
63,9011
64,8828
65,9025
66,8772
67,8785
68,8941
69,8611
70,8749
71,8508
72,8628
73,8860
74,8627
75,8724
76,8755
77,8721
78,8735
79,8750
80,9022
81,8824
82,8856
83,8706
84,10042
85,8700
86,8389
87,8871
88,8707
89,8887
90,8713
91,8622
92,8726
93,9291
94,8996
95,8868
96,9397
97,8863
98,8827
99,8778
