run,ns
0,362933
1,402661
2,526861
3,379893
4,350257
5,366787
6,398032
7,379834
8,383195
9,391942
10,394467
11,365688
12,373338
13,365533
14,395237
15,380020
16,383336
17,378513
18,384681
19,375260
20,378349
21,366071
22,410732
23,392009
24,393892
25,371027
26,390523
27,386960
28,371697
29,400111
30,373847
31,364275
32,389526
33,420036
34,394099
35,379534
36,367949
37,386529
38,365849
39,391058
40,414879
41,396317
42,377210
43,455614
44,376643
45,365026
46,397442
47,373223
48,380493
49,366668
50,380435
51,374055
52,358442
53,377593
54,375133
55,370685
56,374386
57,386303
58,381469
59,391294
60,362045
61,390570
62,370453
63,373515
64,375209
65,392375
66,590791
67,369684
68,380088
69,382821
70,384145
71,360514
72,389049
73,369384
74,377431
75,379969
76,375037
77,375997
78,368259
79,365744
80,398572
81,416911
82,354739
83,367232
84,377068
85,365233
86,365151
87,357041
88,376369
89,375627
90,367762
91,379254
92,381407
93,363340
94,363301
95,382721
96,378949
97,383027
98,628452
99,421461
