run,ns
0,12346
1,8654
2,9619
3,8707
4,9620
5,8565
6,8520
7,10248
8,9645
9,10341
10,8119
11,11556
12,9106
13,9074
14,8850
15,9767
16,9048
17,8189
18,8093
19,9875
20,8842
21,8343
22,8714
23,9662
24,9737
25,8554
26,8379
27,7836
28,7940
29,9184
30,8878
31,11093
32,8668
33,9284
34,9565
35,9608
36,9954
37,9133
38,9056
39,8934
40,10120
41,9262
42,8872
43,10208
44,8171
45,8650
46,8667
47,10008
48,9199
49,7768
50,8748
51,7658
52,9359
53,8966
54,7721
55,10489
56,8600
57,9221
58,8376
59,8945
60,9144
61,9496
62,9572
63,9035
64,9261
65,18922
66,9743
67,9855
68,8887
69,7634
70,8872
71,9544
72,8255
73,8728
74,9259
75,9189
76,9389
77,9326
78,8817
79,7869
80,19921
81,9042
82,9236
83,9202
84,9075
85,9443
86,9735
87,9636
88,9401
89,9575
90,9804
91,9194
92,9277
93,9418
94,9339
95,9029
96,9589
97,8338
98,9780
99,7650
