run,ns
0,94029
1,92020
2,93924
3,94653
4,98583
5,94279
6,92737
7,92688
8,88614
9,92744
10,95293
11,95240
12,86885
13,90778
14,118221
15,89850
16,97578
17,93929
18,90008
19,95088
20,89026
21,98050
22,108510
23,94353
24,94258
25,85722
26,91096
27,92151
28,113511
29,93141
30,100206
31,89500
32,89718
33,100038
34,94439
35,88036
36,96810
37,91371
38,92564
39,97739
40,91251
41,88595
42,88981
43,89163
44,89828
45,94096
46,96325
47,93476
48,91799
49,105053
50,97623
51,86596
52,100302
53,92319
54,110024
55,118715
56,89424
57,93894
58,95181
59,91195
60,94008
61,86888
62,93984
63,92528
64,88825
65,96512
66,85115
67,95566
68,91866
69,91757
70,90165
71,94329
72,91945
73,102284
74,98301
75,100193
76,87494
77,89601
78,87370
79,92829
80,84648
81,87103
82,89465
83,92053
84,82906
85,95126
86,89592
87,91732
88,93319
89,93596
90,92464
91,113370
92,90375
93,87819
94,87125
95,91934
96,93164
97,92755
98,99907
99,94479
