run,ns
0,8486870877
1,8490101916
2,8484752678
3,8472602604
4,8510620210
5,8507491889
6,8507799340
7,8520445341
8,8457593330
9,8434989860
10,8463249980
11,8609179105
12,8612151723
13,8640699015
14,8550258954
15,8488674825
16,8515954697
17,8513016555
18,8589528752
19,8606081355
20,8630603602
21,8528335565
22,8512302636
23,8459662917
24,8481031727
25,8577217285
26,8602606580
27,8576048952
28,8477141246
29,8521329248
30,8483499914
31,8442271089
32,8535715140
33,8517087053
34,8477182630
35,8494610766
36,8491588102
37,8465998250
38,8436158258
39,8582396597
40,8540976419
41,8577562303
42,8540333933
43,8451698870
44,8446786812
45,8458887318
46,8491982575
47,8517071471
48,8522639792
49,8473666509
50,8446395834
51,8425814771
52,8446345536
53,8577420158
54,8615695539
55,8605897905
56,8577422691
57,8507721770
58,8511942604
59,8529695807
60,8590784229
61,8597717304
62,8584704210
63,8547806825
64,8472973952
65,8474636460
66,8486216552
67,8543557541
68,8587076862
69,8565252011
70,8559003062
71,8468661367
72,8483399092
73,8496107519
74,8509880544
75,8492595934
76,8524296791
77,8508925180
78,8462440712
79,8467830940
80,8464968700
81,8541652493
82,8547752440
83,8524706857
84,8517057423
85,8545939581
86,8504168458
87,8468745041
88,8513039312
89,8505358737
90,8496910364
91,8469168982
92,8456051403
93,8452510133
94,8447274048
95,8569884557
96,8586569320
97,8587833438
98,8585943479
99,8545914327
