run,ns
0,8678
1,7373
2,6235
3,7912
4,8029
5,7112
6,8189
7,7631
8,6418
9,6843
10,5993
11,7525
12,6347
13,7205
14,6829
15,7128
16,6883
17,7616
18,6693
19,7146
20,6860
21,6734
22,7954
23,7406
24,5503
25,6934
26,5955
27,6510
28,6231
29,6830
30,6664
31,7714
32,6078
33,6127
34,6507
35,7828
36,6396
37,6564
38,6533
39,7902
40,7398
41,7899
42,6356
43,6558
44,7038
45,7134
46,7581
47,6145
48,8291
49,5445
50,7703
51,7181
52,6772
53,7721
54,6898
55,6507
56,6225
57,8351
58,6766
59,7288
60,7221
61,6167
62,6637
63,6387
64,6904
65,6754
66,7415
67,7646
68,6459
69,7530
70,7773
71,6802
72,7488
73,7588
74,6030
75,6819
76,8261
77,6694
78,5892
79,6219
80,6104
81,6476
82,5764
83,6711
84,6235
85,7561
86,8053
87,6749
88,6679
89,6745
90,7532
91,6689
92,6184
93,5131
94,6030
95,6616
96,7380
97,6651
98,7724
99,7144
