run,ns
0,53298
1,50892
2,183757
3,59050
4,61840
5,48034
6,55613
7,52976
8,58135
9,54520
10,65735
11,58136
12,51397
13,47395
14,53257
15,52503
16,57838
17,54693
18,58981
19,50586
20,52933
21,54941
22,52249
23,61062
24,56374
25,56316
26,55509
27,51262
28,48061
29,62152
30,51419
31,52617
32,51367
33,66961
34,54703
35,50201
36,51290
37,60066
38,55821
39,66750
40,54628
41,54171
42,56615
43,58726
44,49312
45,54788
46,50513
47,58603
48,53893
49,57299
50,51613
51,49716
52,70997
53,65373
54,54207
55,53842
56,59462
57,49150
58,54603
59,62295
60,60369
61,62840
62,56895
63,48075
64,52566
65,50613
66,53087
67,51284
68,58180
69,54625
70,55593
71,56487
72,51125
73,59425
74,66273
75,52762
76,55757
77,60949
78,54054
79,70362
80,110677
81,128018
82,49122
83,53054
84,51078
85,61555
86,51784
87,54771
88,52817
89,56512
90,59349
91,55944
92,54098
93,57990
94,67379
95,51775
96,60824
97,44060
98,52863
99,61033
